County,Population,Population MOE,Uninsured,Uninsured MOE,Uninsured Pct,Uninsured Pct MOE,Population - Under 18 years,Population - Under 18 years MOE,Population - Under 18 years - Uninsured,Population - Under 18 years - Uninsured MOE,Population - Under 18 years - Uninsured Pct,Population - Under 18 years - Uninsured Pct MOE,Population - 18 to 64 years,Population - 18 to 64 years MOE,Population - 18 to 64 years - Uninsured,Population - 18 to 64 years - Uninsured MOE,Population - 18 to 64 years - Uninsured Pct,Population - 18 to 64 years - Uninsured Pct MOE,Population - 65 years and older,Population - 65 years and older MOE,Population - 65 years and older - Uninsured,Population - 65 years and older - Uninsured MOE,Population - 65 years and older - Uninsured Pct,Population - 65 years and older - Uninsured Pct MOE,Population - 19 to 25 years,Population - 19 to 25 years MOE,Population - 19 to 25 years - Uninsured,Population - 19 to 25 years - Uninsured MOE,Population - 19 to 25 years - Uninsured Pct,Population - 19 to 25 years - Uninsured Pct MOE,Male,Male MOE,Male - Uninsured,Male - Uninsured MOE,Male - Uninsured Pct,Male - Uninsured Pct MOE,Female,Female MOE,Female - Uninsured,Female - Uninsured MOE,Female - Uninsured Pct,Female - Uninsured Pct MOE,Race - One Race,Race - One Race MOE,Race - One Race - Uninsured,Race - One Race - Uninsured MOE,Race - One Race - Uninsured Pct,Race - One Race - Uninsured Pct MOE,Race - One Race - White,Race - One Race - White MOE,Race - One Race - White - Uninsured,Race - One Race - White - Uninsured MOE,Race - One Race - White - Uninsured Pct,Race - One Race - White - Uninsured Pct MOE,Race - One Race - Black or African American,Race - One Race - Black or African American MOE,Race - One Race - Black or African American - Uninsured,Race - One Race - Black or African American - Uninsured MOE,Race - One Race - Black or African American - Uninsured Pct,Race - One Race - Black or African American - Uninsured Pct MOE,Race - One Race - American Indian and Alaska Native,Race - One Race - American Indian and Alaska Native MOE,Race - One Race - American Indian and Alaska Native - Uninsured,Race - One Race - American Indian and Alaska Native - Uninsured MOE,Race - One Race - American Indian and Alaska Native - Uninsured Pct,Race - One Race - American Indian and Alaska Native - Uninsured Pct MOE,Race - One Race - Asian,Race - One Race - Asian MOE,Race - One Race - Asian - Uninsured,Race - One Race - Asian - Uninsured MOE,Race - One Race - Asian - Uninsured Pct,Race - One Race - Asian - Uninsured Pct MOE,Race - One Race - Native Hawaiian and Other Pacific Islander,Race - One Race - Native Hawaiian and Other Pacific Islander MOE,Race - One Race - Native Hawaiian and Other Pacific Islander - Uninsured,Race - One Race - Native Hawaiian and Other Pacific Islander - Uninsured MOE,Race - One Race - Native Hawaiian and Other Pacific Islander - Uninsured Pct,Race - One Race - Native Hawaiian and Other Pacific Islander - Uninsured Pct MOE,Race - One Race - Some other race,Race - One Race - Some other race MOE,Race - One Race - Some other race - Uninsured,Race - One Race - Some other race - Uninsured MOE,Race - One Race - Some other race - Uninsured Pct,Race - One Race - Some other race - Uninsured Pct MOE,Race - Two or more races,Race - Two or more races MOE,Race - Two or more races - Uninsured,Race - Two or more races - Uninsured MOE,Race - Two or more races - Uninsured Pct,Race - Two or more races - Uninsured Pct MOE,"White, not Hispanic or Latino","White, not Hispanic or Latino MOE","White, not Hispanic or Latino - Uninsured","White, not Hispanic or Latino - Uninsured MOE","White, not Hispanic or Latino - Uninsured Pct","White, not Hispanic or Latino - Uninsured Pct MOE",Hispanic or Latino (of any race),Hispanic or Latino (of any race) MOE,Hispanic or Latino (of any race) - Uninsured,Hispanic or Latino (of any race) - Uninsured MOE,Hispanic or Latino (of any race) - Uninsured Pct,Hispanic or Latino (of any race) - Uninsured Pct MOE,Household Income,Household Income MOE,Household Income - Uninsured,Household Income - Uninsured MOE,Household Income - Uninsured Pct,Household Income - Uninsured Pct MOE,"Household Income - Under $25,000","Household Income - Under $25,000 MOE","Household Income - Under $25,000 - Uninsured","Household Income - Under $25,000 - Uninsured MOE","Household Income - Under $25,000 - Uninsured Pct","Household Income - Under $25,000 - Uninsured Pct MOE","Household Income - $25,000 to $49,999","Household Income - $25,000 to $49,999 MOE","Household Income - $25,000 to $49,999 - Uninsured","Household Income - $25,000 to $49,999 - Uninsured MOE","Household Income - $25,000 to $49,999 - Uninsured Pct","Household Income - $25,000 to $49,999 - Uninsured Pct MOE","Household Income - $50,000 to $74,999","Household Income - $50,000 to $74,999 MOE","Household Income - $50,000 to $74,999 - Uninsured","Household Income - $50,000 to $74,999 - Uninsured MOE","Household Income - $50,000 to $74,999 - Uninsured Pct","Household Income - $50,000 to $74,999 - Uninsured Pct MOE","Household Income - $75,000 to $99,999","Household Income - $75,000 to $99,999 MOE","Household Income - $75,000 to $99,999 - Uninsured","Household Income - $75,000 to $99,999 - Uninsured MOE","Household Income - $75,000 to $99,999 - Uninsured Pct","Household Income - $75,000 to $99,999 - Uninsured Pct MOE","Household Income - $100,000 and over","Household Income - $100,000 and over MOE","Household Income - $100,000 and over - Uninsured","Household Income - $100,000 and over - Uninsured MOE","Household Income - $100,000 and over - Uninsured Pct","Household Income - $100,000 and over - Uninsured Pct MOE",Ratio of Income to Poverty Level,Ratio of Income to Poverty Level MOE,Ratio of Income to Poverty Level - Uninsured,Ratio of Income to Poverty Level - Uninsured MOE,Ratio of Income to Poverty Level - Uninsured Pct,Ratio of Income to Poverty Level - Uninsured Pct MOE,Ratio of Income to Poverty Level - Under 1.38 of poverty,Ratio of Income to Poverty Level - Under 1.38 of poverty MOE,Ratio of Income to Poverty Level - Under 1.38 of poverty - Uninsured,Ratio of Income to Poverty Level - Under 1.38 of poverty - Uninsured MOE,Ratio of Income to Poverty Level - Under 1.38 of poverty - Uninsured Pct,Ratio of Income to Poverty Level - Under 1.38 of poverty - Uninsured Pct MOE,Ratio of Income to Poverty Level - 1.38 to 1.99 of poverty,Ratio of Income to Poverty Level - 1.38 to 1.99 of poverty MOE,Ratio of Income to Poverty Level - 1.38 to 1.99 of poverty - Uninsured,Ratio of Income to Poverty Level - 1.38 to 1.99 of poverty - Uninsured MOE,Ratio of Income to Poverty Level - 1.38 to 1.99 of poverty - Uninsured Pct,Ratio of Income to Poverty Level - 1.38 to 1.99 of poverty - Uninsured Pct MOE,Ratio of Income to Poverty Level - 2.00 of poverty and over,Ratio of Income to Poverty Level - 2.00 of poverty and over MOE,Ratio of Income to Poverty Level - 2.00 of poverty and over - Uninsured,Ratio of Income to Poverty Level - 2.00 of poverty and over - Uninsured MOE,Ratio of Income to Poverty Level - 2.00 of poverty and over - Uninsured Pct,Ratio of Income to Poverty Level - 2.00 of poverty and over - Uninsured Pct MOE,Location 1
Delaware,553107,501,47438,1997,8.6%,0.4%,127236,183,4873,704,3.8%,0.6%,347167,344,42137,1702,12.1%,0.5%,78704,367,428,129,0.5%,0.2%,55951,838,8426,629,15.1%,1.1%,263820,458,25445,1276,9.6%,0.5%,289287,305,21993,1148,7.6%,0.4%,542505,1016,46263,1921,8.5%,0.4%,397628,1032,23348,1372,5.9%,0.3%,111645,972,16157,1124,14.5%,1%,654,193,61,43,9.3%,6.4%,27873,452,5065,650,18.2%,2.3%,70,51,2,10,2.9%,13.6%,4635,933,1630,617,35.2%,8.9%,10602,968,1175,268,11.1%,2.3%,387279,383,20779,1295,5.4%,0.3%,17806,131,4693,648,26.4%,3.6%,538372,981,46808,1965,8.7%,0.4%,68614,2513,10743,935,15.7%,1.1%,97510,2877,14199,1264,14.6%,1.1%,90199,2898,9552,926,10.6%,1%,75689,3087,4783,625,6.3%,0.8%,206360,3203,7531,813,3.6%,0.4%,539364,920,46912,1991,8.7%,0.4%,84663,2914,16288,1296,19.2%,1.2%,50983,2262,7799,848,15.3%,1.5%,403718,3381,22825,1342,5.7%,0.3%,"Pennsylvania
(40.789676, -77.858055)"
Westmoreland,358183,823,24425,1292,6.8%,0.4%,69782,69,1768,417,2.5%,0.6%,219094,690,22577,1123,10.3%,0.5%,69307,330,80,48,0.1%,0.1%,26614,447,4173,426,15.7%,1.6%,173895,710,13284,834,7.6%,0.5%,184288,326,11141,803,6%,0.4%,353400,963,24020,1285,6.8%,0.4%,341601,666,22657,1219,6.6%,0.4%,7656,504,885,217,11.6%,2.6%,418,170,88,117,21.1%,23%,3180,136,262,132,8.2%,4.1%,28,31,4,7,14.3%,34.2%,517,174,124,70,24%,10.3%,4783,516,405,107,8.5%,2.3%,339253,633,22449,1208,6.6%,0.4%,3473,83,458,140,13.2%,4%,353993,929,24073,1290,6.8%,0.4%,57133,2167,6288,501,11%,0.8%,77770,2150,8349,797,10.7%,0.9%,71020,2917,4613,558,6.5%,0.7%,52664,2084,2122,299,4%,0.5%,95406,2489,2701,567,2.8%,0.6%,354541,921,24269,1289,6.8%,0.4%,59337,2612,8261,724,13.9%,1.1%,39418,1779,4562,575,11.6%,1.2%,255786,2548,11446,947,4.5%,0.4%,"Pennsylvania
(40.789676, -77.858055)"
Philadelphia,1531799,1234,216348,4371,14.1%,0.3%,344920,226,16967,1269,4.9%,0.4%,1004015,826,197584,3991,19.7%,0.4%,182864,713,1797,359,1%,0.2%,198336,1943,46307,1886,23.3%,0.9%,721530,872,121993,3226,16.9%,0.4%,810269,730,94355,2455,11.6%,0.3%,1491355,2622,210408,4379,14.1%,0.3%,637140,3739,71960,2445,11.3%,0.4%,657273,2720,97286,2807,14.8%,0.4%,5266,708,932,273,17.7%,5%,103210,924,21336,1284,20.7%,1.2%,1533,693,71,60,4.6%,4.4%,86933,3757,18823,1943,21.7%,1.8%,40444,2430,5940,642,14.7%,1.6%,555022,951,54926,2070,9.9%,0.4%,199868,289,39310,2020,19.7%,1%,1495910,2368,214418,4325,14.3%,0.3%,437959,7546,72325,2497,16.5%,0.5%,377449,7837,67444,2787,17.9%,0.6%,252653,5776,35691,1773,14.1%,0.7%,165770,5899,20580,1807,12.4%,0.9%,262079,6432,18378,1690,7%,0.6%,1503569,2367,215372,4333,14.3%,0.3%,542048,7118,99381,2840,18.3%,0.5%,191404,4829,35627,2197,18.6%,1%,770117,6479,80364,2526,10.4%,0.3%,"Pennsylvania
(40.789676, -77.858055)"
Schuylkill,140430,501,13489,755,9.6%,0.5%,29029,13,1454,344,5%,1.2%,85424,391,11938,610,14%,0.7%,25977,366,97,38,0.4%,0.1%,10442,258,2248,223,21.5%,2.1%,69286,415,7213,485,10.4%,0.7%,71144,339,6276,454,8.8%,0.6%,138952,474,13325,764,9.6%,0.6%,135747,530,12611,784,9.3%,0.6%,1292,402,301,178,23.3%,9%,97,50,7,8,7.2%,9.6%,809,72,106,102,13.1%,12.7%,23,34,0,24,0%,54.2%,984,290,300,173,30.5%,12.9%,1478,286,164,95,11.1%,5.7%,133229,411,12120,752,9.1%,0.6%,3924,141,919,202,23.4%,4.9%,139999,508,13466,757,9.6%,0.5%,26714,1169,3809,467,14.3%,1.7%,35229,1513,4956,558,14.1%,1.4%,30820,1586,2566,424,8.3%,1.2%,22124,1466,1283,304,5.8%,1.3%,25112,1468,852,150,3.4%,0.6%,139755,548,13438,758,9.6%,0.5%,29366,1187,5753,582,19.6%,2%,18817,1082,2420,408,12.9%,2%,91572,1303,5265,485,5.7%,0.5%,"Pennsylvania
(40.789676, -77.858055)"
Fulton,14700,24,1446,173,9.8%,1.2%,3246,18,152,56,4.7%,1.7%,8746,24,1291,146,14.8%,1.7%,2708,29,3,4,0.1%,0.2%,973,38,195,47,20%,4.6%,7396,38,805,118,10.9%,1.6%,7304,45,641,86,8.8%,1.2%,14600,42,1442,173,9.9%,1.2%,14315,39,1390,171,9.7%,1.2%,188,37,23,28,12.2%,14.1%,36,12,8,8,22.2%,18.8%,18,10,3,4,16.7%,19.8%,8,9,0,16,0%,92%,35,29,18,20,51.4%,45.7%,100,37,4,5,4%,4.9%,14229,24,1383,172,9.7%,1.2%,140,13,25,20,17.9%,14.6%,14688,31,1443,174,9.8%,1.2%,2378,227,295,70,12.4%,2.6%,4045,301,534,98,13.2%,2.1%,3457,293,358,95,10.4%,2.8%,2528,265,160,80,6.3%,3%,2280,247,96,52,4.2%,2.3%,14630,42,1436,172,9.8%,1.2%,3075,278,487,97,15.8%,2.7%,2150,234,341,84,15.9%,3.5%,9405,316,608,143,6.5%,1.5%,"Pennsylvania
(40.789676, -77.858055)"
Bedford,48771,131,5487,438,11.3%,0.9%,10411,32,876,192,8.4%,1.9%,28921,76,4575,345,15.8%,1.2%,9439,122,36,26,0.4%,0.3%,3439,119,998,125,29%,3.8%,24360,91,2925,264,12%,1.1%,24411,151,2562,254,10.5%,1%,48382,141,5460,439,11.3%,0.9%,47902,155,5382,441,11.2%,0.9%,215,73,56,48,26%,21.2%,93,37,18,18,19.4%,20.5%,120,54,0,22,0%,18.7%,0,22,0,22,,,52,68,4,10,7.7%,22.1%,389,96,27,15,6.9%,4%,47609,133,5339,440,11.2%,0.9%,419,36,66,31,15.8%,6.6%,48717,135,5481,438,11.3%,0.9%,9839,710,1595,267,16.2%,2.4%,12746,914,1677,265,13.2%,1.7%,11159,702,963,152,8.6%,1.3%,7086,596,468,165,6.6%,2.3%,7887,725,778,185,9.9%,2%,48570,171,5449,437,11.2%,0.9%,10806,674,2251,346,20.8%,2.8%,6608,662,895,203,13.5%,2.4%,31156,942,2303,306,7.4%,0.9%,"Pennsylvania
(40.789676, -77.858055)"
Mercer,111967,465,10691,784,9.5%,0.7%,23565,265,1974,373,8.4%,1.6%,67470,284,8642,561,12.8%,0.8%,20932,293,75,37,0.4%,0.2%,10383,265,1997,295,19.2%,2.8%,54001,394,5850,497,10.8%,0.9%,57966,266,4841,428,8.4%,0.7%,110196,493,10403,761,9.4%,0.7%,103540,378,9583,750,9.3%,0.7%,5326,372,638,206,12%,3.7%,80,44,3,4,3.8%,6%,814,91,177,77,21.7%,9.2%,10,17,0,24,0%,82.3%,426,188,2,5,0.5%,1.3%,1771,290,288,130,16.3%,5.9%,102702,363,9548,750,9.3%,0.7%,1232,67,63,39,5.1%,3.1%,108543,560,10609,788,9.8%,0.7%,20324,960,3006,438,14.8%,2%,30715,1569,4392,684,14.3%,2.1%,22791,1270,1759,303,7.7%,1.2%,15615,1483,741,164,4.7%,1%,19098,1177,711,117,3.7%,0.6%,108439,568,10553,793,9.7%,0.7%,24513,1133,5089,636,20.8%,2.4%,13799,1006,1755,285,12.7%,2%,70127,1239,3709,345,5.3%,0.5%,"Pennsylvania
(40.789676, -77.858055)"
Chester,501508,533,40648,1821,8.1%,0.4%,121478,85,6528,849,5.4%,0.7%,313256,305,33740,1401,10.8%,0.4%,66774,421,380,135,0.6%,0.2%,43136,659,6583,516,15.3%,1.2%,246167,368,22950,1214,9.3%,0.5%,255341,351,17698,1007,6.9%,0.4%,492080,971,39741,1799,8.1%,0.4%,435189,1102,33624,1943,7.7%,0.4%,29478,584,3047,432,10.3%,1.5%,453,156,23,30,5.1%,6.1%,21511,474,1115,274,5.2%,1.3%,67,83,0,24,0%,30.2%,5382,1001,1932,791,35.9%,10.6%,9428,882,907,254,9.6%,2.4%,407947,487,22838,1539,5.6%,0.4%,34164,112,13122,813,38.4%,2.4%,491556,1048,39223,1812,8%,0.4%,39186,1971,6517,810,16.6%,1.8%,64462,2438,11621,1044,18%,1.5%,69210,2577,8055,868,11.6%,1.2%,65140,2767,3949,725,6.1%,1.1%,253558,3012,9081,1340,3.6%,0.5%,493263,1013,39976,1812,8.1%,0.4%,52430,2490,12757,1284,24.3%,1.9%,33579,1888,7242,876,21.6%,2%,407254,3087,19977,1650,4.9%,0.4%,"Pennsylvania
(40.789676, -77.858055)"
Cambria,136141,597,10436,707,7.7%,0.5%,27329,35,653,155,2.4%,0.6%,82422,490,9744,641,11.8%,0.8%,26390,276,39,31,0.1%,0.1%,11902,289,1961,279,16.5%,2.3%,65745,460,5904,518,9%,0.8%,70396,220,4532,369,6.4%,0.5%,133925,690,10279,702,7.7%,0.5%,129283,491,9747,645,7.5%,0.5%,3409,342,399,121,11.7%,3.3%,67,35,7,10,10.4%,14.8%,721,89,70,50,9.7%,7%,32,29,13,21,40.6%,47.1%,413,169,43,54,10.4%,14.5%,2216,279,157,95,7.1%,3.9%,128382,428,9582,632,7.5%,0.5%,1696,116,258,130,15.2%,7.4%,132344,687,10291,705,7.8%,0.5%,27595,1110,3485,444,12.6%,1.5%,35312,1255,3470,368,9.8%,1%,27071,1258,1841,302,6.8%,1.1%,19432,1042,837,249,4.3%,1.2%,22934,1282,658,169,2.9%,0.7%,132703,706,10341,706,7.8%,0.5%,29509,1154,4383,533,14.9%,1.6%,18516,859,1838,278,9.9%,1.4%,84678,1324,4120,458,4.9%,0.5%,"Pennsylvania
(40.789676, -77.858055)"
Jefferson,44425,192,4942,418,11.1%,0.9%,9605,4,843,182,8.8%,1.9%,26745,86,4090,299,15.3%,1.1%,8075,166,9,8,0.1%,0.1%,3547,130,829,124,23.4%,3.5%,22051,113,2637,262,12%,1.2%,22374,131,2305,214,10.3%,0.9%,44036,194,4909,419,11.1%,0.9%,43615,198,4852,418,11.1%,1%,175,41,21,18,12%,9.9%,92,28,6,7,6.5%,6.9%,91,22,14,11,15.4%,12.3%,5,8,0,22,0%,100%,58,36,16,18,27.6%,30.2%,389,54,33,14,8.5%,3.7%,43386,190,4802,425,11.1%,1%,308,22,54,30,17.5%,9.7%,44168,225,4928,418,11.2%,0.9%,8878,544,1544,316,17.4%,3.2%,12724,684,1711,268,13.4%,2%,10478,580,889,130,8.5%,1.1%,6545,556,561,147,8.6%,2%,5543,453,223,65,4%,1.1%,44058,251,4921,418,11.2%,0.9%,10602,713,2130,326,20.1%,2.6%,6806,519,1059,217,15.6%,2.9%,26650,685,1732,210,6.5%,0.8%,"Pennsylvania
(40.789676, -77.858055)"
Luzerne,312864,578,29440,1317,9.4%,0.4%,63529,36,2899,568,4.6%,0.9%,193056,468,26388,1176,13.7%,0.6%,56279,374,153,86,0.3%,0.2%,28827,498,5807,530,20.1%,1.8%,152265,482,16310,898,10.7%,0.6%,160599,369,13130,793,8.2%,0.5%,308065,828,28975,1302,9.4%,0.4%,286740,1166,24353,1152,8.5%,0.4%,9584,685,1748,371,18.2%,3.5%,923,381,230,119,24.9%,11.2%,3192,196,474,184,14.8%,5.7%,122,101,0,24,0%,18.4%,7504,898,2170,479,28.9%,5.7%,4799,626,465,135,9.7%,2.8%,272798,437,21833,1130,8%,0.4%,24945,137,5383,687,21.6%,2.7%,308033,760,29248,1318,9.5%,0.4%,64688,2213,8768,741,13.6%,1%,72791,2376,10205,1104,14%,1.3%,61880,2508,5808,736,9.4%,1.2%,43111,2289,2117,371,4.9%,0.8%,65563,2717,2350,378,3.6%,0.5%,308574,793,29354,1316,9.5%,0.4%,73453,2225,12637,942,17.2%,1.3%,37819,1769,5672,741,15%,1.7%,197302,2640,11045,822,5.6%,0.4%,"Pennsylvania
(40.789676, -77.858055)"
York,433218,446,37780,1742,8.7%,0.4%,100032,76,3775,565,3.8%,0.6%,269576,339,33897,1461,12.6%,0.5%,63610,278,108,63,0.2%,0.1%,36453,632,7349,588,20.2%,1.6%,213356,336,20879,1245,9.8%,0.6%,219862,275,16901,808,7.7%,0.4%,423248,921,37036,1715,8.8%,0.4%,385267,1045,30641,1559,8%,0.4%,23091,848,3258,494,14.1%,2.1%,345,123,19,21,5.5%,5.9%,5919,248,1106,353,18.7%,5.9%,64,57,8,13,12.5%,22%,8562,1071,2004,397,23.4%,4%,9970,806,744,192,7.5%,1.9%,370994,431,28061,1439,7.6%,0.4%,26183,131,5244,697,20%,2.6%,429165,738,37393,1757,8.7%,0.4%,54861,2157,8945,840,16.3%,1.4%,89109,3057,12101,1013,13.6%,1%,90124,3073,7844,1047,8.7%,1.1%,71954,2733,4251,586,5.9%,0.8%,123117,2920,4252,632,3.5%,0.5%,428721,806,37444,1736,8.7%,0.4%,67539,2756,13553,923,20.1%,1.2%,44281,2395,6662,973,15%,2%,316901,3026,17229,1296,5.4%,0.4%,"Pennsylvania
(40.789676, -77.858055)"
Pike,56480,125,5845,729,10.3%,1.3%,12114,13,382,176,3.2%,1.5%,33810,166,5385,671,15.9%,2%,10556,112,78,84,0.7%,0.8%,4281,282,941,229,22%,5.1%,28001,172,3137,403,11.2%,1.4%,28479,122,2708,490,9.5%,1.7%,55141,362,5780,741,10.5%,1.3%,50562,404,4911,614,9.7%,1.2%,2945,267,356,163,12.1%,5.7%,64,48,0,24,0%,31.2%,732,314,399,370,54.5%,33.8%,16,28,0,24,0%,65%,822,305,114,106,13.9%,11.4%,1339,344,65,44,4.9%,3.3%,46543,105,4545,571,9.8%,1.2%,5386,32,646,298,12%,5.5%,56384,143,5822,725,10.3%,1.3%,6808,801,1197,271,17.6%,3.1%,11886,1206,1739,392,14.6%,2.8%,12091,1196,1052,297,8.7%,2.2%,9575,1115,674,228,7%,2.2%,16024,1198,1160,417,7.2%,2.6%,56102,213,5793,720,10.3%,1.3%,8313,879,1972,371,23.7%,3.6%,6999,962,999,255,14.3%,3.4%,40790,1208,2822,479,6.9%,1.2%,"Pennsylvania
(40.789676, -77.858055)"
Somerset,72613,455,7085,514,9.8%,0.7%,14444,33,805,186,5.6%,1.3%,43924,412,6196,431,14.1%,1%,14245,170,84,41,0.6%,0.3%,5300,181,1074,139,20.3%,2.6%,35938,364,3800,309,10.6%,0.8%,36675,185,3285,295,9%,0.8%,72030,386,7009,513,9.7%,0.7%,71488,332,6974,513,9.8%,0.7%,203,133,21,23,10.3%,11.4%,47,24,0,24,0%,37.9%,215,76,4,6,1.9%,3%,7,12,0,24,0%,98.3%,70,47,10,14,14.3%,16.7%,583,169,76,52,13%,7.9%,71085,327,6930,514,9.7%,0.7%,518,144,59,50,11.4%,7.7%,72336,453,7072,514,9.8%,0.7%,13471,710,1822,227,13.5%,1.6%,20238,1042,2402,370,11.9%,1.6%,15929,792,1351,280,8.5%,1.6%,10591,792,720,182,6.8%,1.5%,12107,824,777,215,6.4%,1.7%,72457,470,7067,513,9.8%,0.7%,14798,881,2368,292,16%,1.8%,10528,834,1581,287,15%,2.2%,47131,950,3118,331,6.6%,0.7%,"Pennsylvania
(40.789676, -77.858055)"
Fayette,132105,310,13927,877,10.5%,0.7%,26752,79,1119,274,4.2%,1%,81059,334,12805,790,15.8%,1%,24294,178,3,5,0%,0.1%,10461,313,2513,286,24%,2.7%,64114,309,7442,562,11.6%,0.9%,67991,194,6485,489,9.5%,0.7%,129049,536,13633,875,10.6%,0.7%,124120,289,13043,831,10.5%,0.7%,4210,481,456,152,10.8%,3.3%,103,85,12,21,11.7%,15.3%,156,99,30,43,19.2%,28.1%,228,275,67,71,29.4%,15.5%,232,92,25,33,10.8%,13.1%,3056,387,294,123,9.6%,3.6%,123661,274,12887,794,10.4%,0.6%,970,137,203,106,20.9%,8.9%,130728,458,13551,862,10.4%,0.7%,31986,1474,4301,521,13.4%,1.4%,34709,1778,4367,522,12.6%,1.4%,27216,1444,2735,390,10%,1.2%,17303,1311,1274,350,7.4%,1.8%,19514,1205,874,199,4.5%,0.9%,131448,414,13737,886,10.5%,0.7%,36121,1475,6002,666,16.6%,1.7%,17486,1272,2200,394,12.6%,1.9%,77841,1696,5535,540,7.1%,0.6%,"Pennsylvania
(40.789676, -77.858055)"
Perry,45289,126,5365,407,11.8%,0.9%,10271,56,1114,205,10.8%,2%,28573,69,4209,307,14.7%,1.1%,6445,106,42,25,0.7%,0.4%,3589,125,913,123,25.4%,3.2%,22639,118,2846,218,12.6%,1%,22650,124,2519,260,11.1%,1.2%,44724,150,5238,408,11.7%,0.9%,44079,158,5150,410,11.7%,0.9%,226,60,7,16,3.1%,6.8%,47,50,3,5,6.4%,12.1%,160,57,32,41,20%,23.1%,2,3,0,22,0%,100%,210,98,46,30,21.9%,16.5%,565,84,127,45,22.5%,7.1%,43641,118,5055,389,11.6%,0.9%,665,24,141,67,21.2%,10.1%,45175,122,5319,409,11.8%,0.9%,5560,507,1218,328,21.9%,5%,9842,573,1576,244,16%,2.1%,10886,684,1401,377,12.9%,3.2%,8297,712,432,147,5.2%,1.7%,10590,776,692,174,6.5%,1.5%,45040,173,5340,406,11.9%,0.9%,6883,566,1852,306,26.9%,3.9%,4964,531,1114,224,22.4%,3.1%,33193,666,2374,271,7.2%,0.8%,"Pennsylvania
(40.789676, -77.858055)"
Warren,40496,142,3769,364,9.3%,0.9%,8277,51,580,193,7%,2.3%,24419,109,3185,245,13%,1%,7800,109,4,6,0.1%,0.1%,2740,123,584,111,21.3%,4%,20230,142,2012,187,9.9%,0.9%,20266,99,1757,228,8.7%,1.1%,40173,137,3738,363,9.3%,0.9%,39727,141,3633,376,9.1%,0.9%,134,62,9,11,6.7%,8.4%,108,48,41,39,38%,26.9%,167,42,55,46,32.9%,23.4%,0,22,0,22,,,37,29,0,22,0%,42.8%,323,69,31,22,9.6%,6.2%,39564,122,3610,371,9.1%,0.9%,302,64,57,46,18.9%,13.2%,40442,153,3766,364,9.3%,0.9%,7573,566,1369,257,18.1%,2.9%,11225,614,1125,203,10%,1.7%,8173,544,736,238,9%,2.7%,6376,571,264,97,4.1%,1.4%,7095,447,272,78,3.8%,1.1%,40211,188,3723,356,9.3%,0.9%,8140,575,1721,297,21.1%,3.1%,5756,523,618,148,10.7%,2.4%,26315,679,1384,202,5.3%,0.7%,"Pennsylvania
(40.789676, -77.858055)"
Venango,53495,197,5122,470,9.6%,0.9%,11150,92,448,163,4%,1.5%,32447,100,4655,424,14.3%,1.3%,9898,123,19,20,0.2%,0.2%,3769,135,905,122,24%,3%,26210,116,2857,283,10.9%,1.1%,27285,136,2265,251,8.3%,0.9%,52566,220,4999,466,9.5%,0.9%,51965,199,4880,469,9.4%,0.9%,269,79,64,37,23.8%,11.3%,40,22,10,9,25%,20.6%,214,37,38,26,17.8%,12%,1,3,1,3,100%,100%,77,61,6,10,7.8%,16.3%,929,133,123,56,13.2%,5.4%,51653,180,4816,458,9.3%,0.9%,508,26,83,49,16.3%,9.4%,52976,248,5111,469,9.6%,0.9%,11197,703,1575,292,14.1%,2.3%,13943,778,1694,257,12.1%,1.7%,12770,730,957,171,7.5%,1.3%,7748,644,392,104,5.1%,1.3%,7318,600,493,188,6.7%,2.4%,53100,215,5080,479,9.6%,0.9%,12129,688,1942,316,16%,2.4%,7286,578,868,169,11.9%,2.3%,33685,681,2270,278,6.7%,0.8%,"Pennsylvania
(40.789676, -77.858055)"
Tioga,41923,123,4761,316,11.4%,0.8%,8572,76,511,109,6%,1.3%,25659,106,4220,253,16.4%,1%,7692,110,30,22,0.4%,0.3%,4129,248,833,116,20.2%,2.8%,20745,105,2473,205,11.9%,1%,21178,114,2288,207,10.8%,1%,41337,167,4683,315,11.3%,0.8%,40860,122,4596,317,11.2%,0.8%,187,87,8,11,4.3%,6.2%,72,35,16,17,22.2%,24.6%,198,35,50,31,25.3%,16.7%,5,8,5,8,100%,100%,15,11,8,8,53.3%,46.8%,586,107,78,41,13.3%,6.6%,40464,125,4503,313,11.1%,0.8%,503,25,122,41,24.3%,8%,40789,338,4650,310,11.4%,0.7%,7726,492,1297,165,16.8%,1.8%,10929,625,1544,192,14.1%,1.7%,9110,536,776,120,8.5%,1.3%,6036,548,550,122,9.1%,1.8%,6988,567,483,122,6.9%,1.7%,40803,320,4637,308,11.4%,0.7%,9286,594,1772,197,19.1%,2.2%,5534,421,748,109,13.5%,1.9%,25983,713,2117,214,8.1%,0.8%,"Pennsylvania
(40.789676, -77.858055)"
